Mine Code,Mine Name,Commodity,Type,Owner,Tel,District,Province,Farm,Postal
15256,SKD DELWERY - AVONDSTER,DIAMONDS ALLUVIAL,OPENCAST,SEAL A DEAL 18 CC,(053) 963 2900,SCHWEIZER - RENEKE,NORTH-WEST,AVONDSTER 142 HO PTNS,PO BOX 1086 SCHWEIZER-RENEKE 2780
14804,SKY CHROME MINING (PTY) LTD,CHROME ORE,OPENCAST,INTERNATIONAL FERRO METALS LTD,(014) 574 6500,BRITS,NORTH-WEST,"BOSCHFONTEIN 458 JQ, KAFFERSKRAAL 469 JQ, KAREEPOORT 407 JQ, MODDERSPRUIT 461 JQ",PRIVATE BAG 2223 MOOINOOI 0325
15426,SLATELLO MINE CC,DIMENSION STONE SLATE,OPENCAST,SLATELLO MINE CC,(053) 963 1081,MADIKWE,NORTH-WEST,GROOTFONTEIN 319 JP 2,PO BOX 1086 SCHWEIZER-RENEKE 2780
14978,SOPHIA MORAPEDI - GROOTFONTEIN,DIAMONDS ALLUVIAL,OPENCAST,KETSHOGILE SOPHIA MORAPEDI,073 501 9203,LICHTENBURG,NORTH-WEST,GRASFONTEIN 356 JP 4,15 PARYS STREET SOUTH HILLS 2197
15176,SOUTH EAST NODE (PTY) LTD (2),DIAMONDS ALLUVIAL,OPENCAST,SOUTH EAST NODE (PTY) LTD,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,OERSONSKRAAL 250 HO VARIOUS,PO BOX 1086 SCHWEIZER-RENEKE 2780
15375,SPARKEL MINING,DIAMONDS ALLUVIAL,OPENCAST,PEET LOMBARD,832 893 645,WOLMARANSSTAD,NORTH-WEST,KAREEBOOM 228,22 OTTO STREET WITKOPPIES KLERKSDORP  2570
15417,SPARKEL MINING,DIAMONDS ALLUVIAL,OPENCAST,SPARKEL MINING,832 893 645,CHRISTIANA,NORTH-WEST,KAREEPAN 336 HO,OTTO STREET 22 WITKOPPIES 2571
14310,STELLITE CHROME MINE,CHROME ORE,OPENCAST,ILITHA MINING (PTY) LTD,(012) 668 3800,RUSTENBURG,NORTH-WEST,STELLITE 255 JQ,PO BOX 11368 CENTURION 0046
12803,STERKFONTEIN CRUSHERS (PTY) LTD,"AGGREGATE, SAND NATURAL",OPENCAST,STERKFONTEIN CRUSHERS (PTY) LTD,(011) 954 3108,RUSTENBURG,NORTH-WEST,BULTFONTEIN 295 JQ 1,PO BOX 363 KRUGERSDORP 1740
15179,STEYN DELWERY TRUST,DIAMONDS ALLUVIAL,OPENCAST,L STEYN,082 452 6172,LICHTENBURG,NORTH-WEST,LA REY STRYD 53 IQ,51 7TH AVENUE LICHTENBURG 2740
14881,STYLDRIFT,"PGM, GOLD, COBALT METAL IC, COPPER, NICKEL, SULPHUR",UNDERGROUND,ROYAL BAFOKENG PLATINUM,(014) 153 0010,RUSTENBURG,NORTH-WEST,STYLDRIFT 90 JQ,PRIVATE BAG X82313 RUSTENBURG 0300
11426,SUNPROP THIRTEEN CC T/A CHIMERA DIAMANTE,DIAMONDS ALLUVIAL,OPENCAST,HARTZER & STEYN CC,828 264 710,VENTERSDORP,NORTH-WEST,ZWARTPLAAT 170 IP 1 & 2,PO BOX 595 ST FRANCIS BAY 6312
15181,SWANEPOEL DELWERY,DIAMONDS ALLUVIAL,OPENCAST,C SWANEPOEL,083 557 9731,WOLMARANSSTAD,NORTH-WEST,WEBB 159 HO,PO BOX 319 WOLMARANSSTAD 2630
15435,SYFERGAT DELWERY - KAALPAN,DIAMONDS ALLUVIAL,OPENCAST,JFN BADERHORST,082 273 4136,CHRISTIANA,NORTH-WEST,KAALPAN 337 HO 8,PO BOX 352 WOLMARANSSTAD 2630
15434,SYFERGAT DELWERY - WELTEVREDEN,DIAMONDS ALLUVIAL,OPENCAST,JFN BADENHORST,082 273 4136,CHRISTIANA,NORTH-WEST,WELTEVREDEN 268 HO,PO BOX 352 WOLMARANSSTAD 2630
14985,SYFERGAT DELWERY CC,DIAMONDS ALLUVIAL,OPENCAST,NIC BADENHORST,083 273 4136,WOLMARANSSTAD,NORTH-WEST,SYFERGAT 204 HO PTNS,PO BOX 6499 FLAMWOOD 2570
15294,TAU LEKOA GOLD MINING CO (PTY) LTD,"GOLD, SILVER",UNDERGROUND,VILLAGE MAIN REEF,(018) 473 7303,KLERKSDORP,NORTH-WEST,GOEDGENOEG 433 IP,PRIVATE BAG X800 STILFONTEIN 2550
15287,TAU PELE CONSTRUCTION (PTY) LTD,AGGREGATE,OPENCAST,TAU PELE CONSTRUCTION (PTY) LTD,(053) 963 1081,VRYBURG,NORTH-WEST,BRANDWAGT 728,PO BOX 1086 SCHWEIZER-RENEKE 2780
14125,TERRA GRANITE,DIMENSION STONE GRANITE,"OPENCAST, SURFACE",TERRA GRANITE M SMIT,(011) 705 1788,BRITS,NORTH-WEST,ROODEKOPJES 417 JQ 904,PO BOX 3444 BRITS 0250
15460,TERRAPAN MASJIENERIE,DIAMONDS ALLUVIAL,OPERATING,TURNOVER TRADING 251 (PTY) LTD,(053) 963 1081,LICHTENBURG,NORTH-WEST,"STERKFONTEIN 155 IP, PUTFONTEIN 62 IP, OMEGA 478 IP",PO BOX 1086 SCHWEIZER-RENEKE 2780
15393,THABO GAELEBALE MINERAL RESOURCES (PTY) LTD,CHROME ORE,OPENCAST,GUMTREE INVESTMENTS,(014) 592 6677,BRITS,NORTH-WEST,ZANDFONTEIN 923 JQ RE,PO BOX 8941 RUSTENBURG 0300
14572,THARISA MINE,"CHROME ORE, GOLD, PGM, COBALT METAL IC, COPPER, NICKEL, SULPHUR",OPENCAST,THARISA MINERALS (PTY) LTD,(014) 572 0705,RUSTENBURG,NORTH-WEST,"SPRUITFONTEIN 341 JQ, KAFFERSKRAAL 342 JQ",POSTNET SUITE 473 PRIVATE BAX X51 BRYANSTON  2021
14609,THEMBELANI MINE (NEW),"PGM, GOLD, CHROME ORE, COBALT METAL IC, COPPER, NICKEL, SODIUM SULPHATE, SULPHUR",UNDERGROUND,ANGLO PLATINUM RUSTENBURG,(014) 598 3775,RUSTENBURG,NORTH-WEST,PAARDEKRAAL 279 JQ,PO BOX 1 BLESKOP 0300
14921,THEMBI JOYCE MACHUMBYE,DIAMONDS ALLUVIAL,OPENCAST,MASARA-MOGALE TRADING & PROJECTS,767 355 936,LICHTENBURG,NORTH-WEST,KLIPKUIL 352 JP 21,33 BLOMBOS STREET BIRCH ACRES EXT 6 KEMPTONPARK  1620
14803,THREE DIAMONDS TRADING 429 (PTY) LTD,DIAMONDS ALLUVIAL,OPENCAST,THREE DIAMONDS TRADING 429 (PTY) LTD,(053) 963 1081,WOLMARANSSTAD,NORTH-WEST,VAALBOSCHFONTEIN 188 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
13322,TRAVRYKA STENE,CLAY BRICKMAKING,OPENCAST,JH STRONKHORST (EDMS) BPK,(053) 441 2054,CHRISTIANA,NORTH-WEST,CHRISTIANA COMMONAGE PTN 16,PO BOX 106 CHRISTIANA 2680
15171,TREKDRIFT PROTOKOL 301/2006,DIAMONDS ALLUVIAL,OPENCAST,IJ ROODT,(018) 293 3875,LICHTENBURG,NORTH-WEST,TREKDRIFT 360 JP RE,PO BOX 6754 BAILIE PARK POTCHEFSTROOM  2526
10069,TRG TRADING (PTY) LTD,DIMENSION STONE GRANITE,OPENCAST,TRG TRADING (PTY) LTD,829 009 477,BRITS,NORTH-WEST,"HARTEBEESPOORT B 410 JQ VARIOUS, ROODEKOPJES 417 JQ PTN OF 328",PO BOX 1675 FOURWAYS 2055
14974,TRIPLE S DELWERY,DIAMONDS ALLUVIAL,OPENCAST,GERARD STROEBEL,844 031 997,SCHWEIZER - RENEKE,NORTH-WEST,MIMOSA 61 HO 22,PO BOX 520 SCHWEIZER-RENEKE 2780
14750,TRUSTEES OF THE HELEEN ZERWICK TRUST,DIAMONDS ALLUVIAL,OPENCAST,TRUSTEES OF THE HELEEN ZERWICK TRUST,(053) 963 1081,CHRISTIANA,NORTH-WEST,"HONI-SOIT-QUIMAL-Y-PENSE 275 HO 3, KAMEELPAN 276 HO 7",PO BOX 1086 SCHWEIZER-RENEKE 2780
13956,TWEE BUFFELS GESCHIET PROTOCOL NO 945/2014,DIAMONDS ALLUVIAL,OPENCAST,DODECA DIAMANTE (EDMS) BPK,(018) 293 3875,LICHTENBURG,NORTH-WEST,TWEE BUFFELS GESCHIET 42 IP PTNS,PO BOX 6754 POTCHEFSTROOM 2526
14886,UG2,CHROME ORE,SURFACE,GLENCORE MERAFE VENTURE,(014) 590 2363,RUSTENBURG,NORTH-WEST,"WATERVAL 304 JQ, ELANDSFONTEIN 440 JQ, VAALKOP 275 JQ",PO BOX 310 KROONDAL 0350
10670,VAAL RIVER OPERATIONS,"GOLD, SILVER, URANIUM",UNDERGROUND,ANGLOGOLD ASHANTI LTD,(018) 700 2104,KLERKSDORP,NORTH-WEST,"CRYSTALKOP(OFS) 69, DIE HOEK(OFS) 114, DOORNKOM(OFS) WEST OOST 447, GOEDGENOEG 433 IP, GROOTVADERS BOSCH(OFS) 470, KANANA 426 IP, MODDERFONTEIN 440 IP, NOOITGEDACHT 434 IP, ORKNEY 437 IP, VAALKOP 439 IP, WITKOP 438 IP, ZUIPING(OFS) 394, DOORNKOM(OFS) WEST 466",PO BOX 8044 WESTERN LEVELS 2501
10673,VAAL RIVER SALT WORKS LTD,SALT,OPENCAST,VAAL RIVER SALT WORKS LTD,(053) 441 3911,CHRISTIANA,NORTH-WEST,ZOUTPAN 301 HO,PO BOX 165 BLOEMHOF 2660
14695,VAALBOSCHFONTEIN,"AGGREGATE, SAND NATURAL",OPENCAST,SANRAL NORTHERN REGION,(021) 976 1110,WOLMARANSSTAD,NORTH-WEST,VAALBOSCHFONTEIN 205 HO,PRIVATE BAG X3 DURBANVILLE 7551
14348,VAALBRASS FOUNDRY (PTY) LTD,DIAMONDS ALLUVIAL,OPENCAST,SONOP DELWERY,(053) 562 0041,CHRISTIANA,NORTH-WEST,KAREEFONTEIN,PO BOX 21 DELPORTSHOOP 8377
14796,VAALRIVIER SANDWERKE - GOEDEHOOP,"AGGREGATE, SAND NATURAL",OPENCAST,JH APPELGRYN,076 020 9965,CHRISTIANA,NORTH-WEST,GOEDE HOOP 331 HO,PO BOX 251 CHRISTIANA 2680
15185,VAN WYK DELWERY SITE 1,DIAMONDS ALLUVIAL,OPENCAST,JJ VAN WYK,(018) 596 2689,CHRISTIANA,NORTH-WEST,KAREEPAN 210 HO EXT OF 1,PO BOX 552 WOLMARANSSTAD 2630
15186,VAN WYK DELWERY SITE 2,DIAMONDS ALLUVIAL,OPENCAST,JJ VAN WYK,(018) 596 2689,CHRISTIANA,NORTH-WEST,OLIEVENFONTEIN 114 HO 5 7 8,PO BOX 552 WOLMARANSSTAD 2630
15188,VAN WYK DELWERY SITE 4,DIAMONDS ALLUVIAL,OPENCAST,JJ VAN WYK,(018) 596 2689,WOLMARANSSTAD,NORTH-WEST,KLIPKUIL 65 HO RE OF 9,PO BOX 552 WOLMARANSSTAD 2630
15272,VAN WYK DELWERY SITE 5,DIAMONDS ALLUVIAL,OPENCAST,JJ VAN WYK,(018) 596 2689,CHRISTIANA,NORTH-WEST,KAREEPOORT 210 HO REM EXT,PO BOX 552 WOLMARANSSTAD 2630
14229,VAN ZYL BROERS OERSON - SYFERGAT,DIAMONDS ALLUVIAL,OPENCAST,VAN ZYL BROERS OERSON - SYFERGAT,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,SYFERGAT 237 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
13867,VAN ZYL BROERS OERSONSKRAAL CC,DIAMONDS ALLUVIAL,OPENCAST,VAN ZYL BROERS OERSONSKRAAL CC,(053) 963 1081,WOLMARANSSTAD,NORTH-WEST,OERSONSKRAAL 207 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
15213,VERSATEX TRADING 500 (PTY) LTD,DIMENSION STONE GRANITE,OPENCAST,VERSATEX TRADING 500 (PTY) LTD,(012) 252 0499,RUSTENBURG,NORTH-WEST,"BOSCHPOORT 284 JQ VARIOUS, NOOITGEDACHT 2",PO BOX 3069 BRITS 0250
15442,VOORSLAG DELWERY,DIAMONDS ALLUVIAL,OPENCAST,WAP PUTTER,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,HOUTVOLOP 111 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
15447,VOORSLAG DELWERY,DIAMONDS ALLUVIAL,OPENCAST,WAP PUTTER,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,HOUTVOLOP 111 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
14597,VRYBURG CRUSHERS CC,"AGGREGATE, SAND NATURAL",OPENCAST,8 MILE INVESTMENTS 169 (PTY) LTD,(053) 963 1081,VRYBURG,NORTH-WEST,WELGELEGEN 677 IN,PO BOX 1086 SCHWEIZER-RENEKE 2780
13907,VSS MINING AND MINERALS,DIAMONDS ALLUVIAL,OPENCAST,TRUSTEES OF THE JOEY FOURIE TRUST,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,MIMOSA 61 HO 5 & 27,PO BOX 1086 SCHWEIZER-RENEKE 2780
15291,VYFSTER DELWERY BK,DIAMONDS ALLUVIAL,OPENCAST,HARTZER & STEYN BELEGGINGS CC,082 417 6648,VENTERSDORP,NORTH-WEST,ZWARTPLAAT 170 IP,2 JILL STREET FLAMWOOD KLERKSDORP  2572
14235,W & P TRUST,DIAMONDS ALLUVIAL,OPENCAST,W & P TRUST,(053) 963 1081,CHRISTIANA,NORTH-WEST,ZEVENFONTEIN 240 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
13985,W CARSTENS,DIAMONDS ALLUVIAL,OPENCAST,W CARSTENS,(018) 596 1974,WOLMARANSSTAD,NORTH-WEST,VOGELSTRUISKUIL 400 IO 2,PO BOX 138 WOLMARANSSTAD 2630
12581,WATERVAL CHROME,CHROME ORE,"SURFACE, UNDERGROUND",GLENCORE MERAFE VENTURE,(014) 597 8047,RUSTENBURG,NORTH-WEST,WATERVAL 306 JQ 27,PO BOX 310 KROONDAL 0350
14991,WBJV PROJECT 1 - MASEVE,"PGM, GOLD, COBALT METAL IC, COPPER, NICKEL, SULPHUR",UNDERGROUND,MASEVE INVESTMENTS / PGM,(011) 782 2186,RUSTENBURG,NORTH-WEST,"ELANDSFONTEIN 102 JQ 2, FRISCHGEWAAGD 96 JQ PTNS",POSTNET SUITE 81 PRIVATE BAG X12 ROOSEVELDT PARK  2193
15350,WEDGE EXPLORATION,DIAMONDS ALLUVIAL,OPENCAST,WEDGE EXPLORATION,825 786 245,LICHTENBURG,NORTH-WEST,"STERKFONTEIN 155 IP VARIOUS, TWEE BUFFELS GESCHIET 42 IP 10 & 50, HOUTKOP 153 IP",PO BOX 9503 EDLEEN 1625
12891,WESTERN CHROME MINES,CHROME ORE,"SURFACE, UNDERGROUND",KERMAS,(014) 574 6000,BRITS,NORTH-WEST,"BUFFELSFONTEIN 465 JQ, ELANDSDRIFT 467 JQ, ELANDSKRAAL 469 JQ, WATERKLOOF 305 JQ",PO BOX 245 MOOINOOI 0325
14642,WESTERN LIMB TAILINGS RETREATMENT PLANT,"PGM, GOLD, COBALT METAL IC, COPPER, NICKEL, SULPHUR",SURFACE,ANGLO PLATINUM LTD,(014) 598 3409,RUSTENBURG,NORTH-WEST,,PO BOX 8208 RUSTENBURG 0300
15247,WESVAAL DELWERY - LUCASKRAAL,DIAMONDS ALLUVIAL,OPENCAST,GC KNOETZE,(053) 963 1081,WOLMARANSSTAD,NORTH-WEST,LUCASKRAAL 154 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
15209,WESVAAL DELWERY TRUST,DIAMONDS ALLUVIAL,OPENCAST,GC KNOETZE,(018) 596 2886,WOLMARANSSTAD,NORTH-WEST,UITKYK,PO BOX 390 WOLMARANSSTAD 2630
15282,WH MARX,DIAMONDS ALLUVIAL,OPENCAST,WH MARX,082 895 3516,WOLMARANSSTAD,NORTH-WEST,BRAKPAN,PO BOX 6499 FLAMWOOD 2570
15279,WILLEM BESTER TRUST,DIAMONDS ALLUVIAL,OPENCAST,WILLEM BESTER TRUST / BADEN DELWERY CONTRACTOR,082 895 3516,WOLMARANSSTAD,NORTH-WEST,"BOSCHRAND, BLINKKLIP",PO BOX 6499 FLAMWOOD 2570
15138,WILLIE KUHN MINERALE,DIAMONDS ALLUVIAL,OPENCAST,CPJ KUHN,082 856 0489,WOLMARANSSTAD,NORTH-WEST,BLAAUWBOSCHKUIL 229 HO,POSBUS 943 WOLMARANSSTAD 2630
10731,WITKOP FLUORSPAR MINE (PTY) LTD,"FLUORSPAR, LIMESTONE, AGGREGATE",OPENCAST,SALLIES LTD,074 170 4908,MADIKWE,NORTH-WEST,"WINTERSHOEK 303 JP, WITKOP 302 JP",PRIVATE BAG X1315 ZEERUST 2865
14552,WITPOORT BOTHA FAMILIE TRUST,"SAND NATURAL, AGGREGATE",OPENCAST,RIAAN BOTHA,(018) 264 3493,VENTERSDORP,NORTH-WEST,WITPOORT 231 IP,PO BOX 106 VENTERSDORP 2710
14826,WJ GROBBELAAR,DIAMONDS ALLUVIAL,OPENCAST,WJ GROBBELAAR,(018) 468 5355,WOLMARANSSTAD,NORTH-WEST,VOGELSTRUISKUIL 400 IO,PO BOX 6499 FLAMWOOD 2572
15197,WJ WESSELS - KAALPAN,DIAMONDS ALLUVIAL,OPENCAST,WJ WESSELS,082 416 0275,CHRISTIANA,NORTH-WEST,KAALPAN 337 HO,PO BOX 2122  WILROPARK 1731
15196,WONDERKOP BENEFICIATION,CHROME ORE,SURFACE,GLENCORE MERAFE VENTURE,(014) 597 8047,RUSTENBURG,NORTH-WEST,WONDERKOP MARIKANA ROAD,PO BOX 310 KROONDAL 0350
13216,WONDERKOP SMELTERS,CHROMIUM ALLOYS,SURFACE,GLENCORE,(014) 572 0000,RUSTENBURG,NORTH-WEST,,PRIVATE BAG X82325 RUSTENBURG 0300
10736,WONDERSTONE LTD,PYROPHYLLITE,OPENCAST,ASSORE LTD,(018) 571 0076,LICHTENBURG,NORTH-WEST,GESTOPTEFONTEIN 349 IO,PO BOX 10 OTTOSDAL 2610
12720,WOODSTOCK SANDWERKE (EDMS) BPK,SAND NATURAL,OPENCAST,WOODSTOCK SANDWERKE (EDMS) BPK,(014) 538 0311,RUSTENBURG,NORTH-WEST,WOODSTOCK 397 JP 39,PO BOX 177 RUSTENBURG 0300
10748,XSTRATA - KROONDAL MINE,CHROME ORE,UNDERGROUND,GLENCORE MERAFE VENTURE,(014) 597 8047,RUSTENBURG,NORTH-WEST,"KROONDAL 304 JQ, RUIGHOEK 169 JP, VOGELSTRUISNEK 173 JP, WATERVAL 306 JQ",PO BOX 310 KROONDAL 0350
14808,ZANDFONTEIN DELWERY,DIAMONDS ALLUVIAL,OPENCAST,OCEANSIDE TRADING 139 CC,(053) 963 1081,SCHWEIZER - RENEKE,NORTH-WEST,MIMOSA 61 HO,PO BOX 1086 SCHWEIZER-RENEKE 2780
10740,ZEERUST CHROME MINES,CHROME ORE,OPENCAST,ASSORE,(011) 770 6819,MADIKWE,NORTH-WEST,"(KANAAN), TURFBULT 10 JP 2 3 4 5 &8",PRIVATE BAG X03 NORTHLANDS 2196
